size	Count
3146	11
2282	10
1401	4
1407	3
4300	4
4453	2
4270	3
8777	1
1779	6
3313	5
7619	1
1774	5
4163	3
8115	1
912	5
3316	4
2128	8
3424	26
2016	8
4104	2
8978	2
3481	6
3178	4
4044	2
3145	7
1579	9
1927	2
8019	2
1837	4
3198	7
969	1
3128	7
2773	2
2632	3
3865	1
7842	2
8340	8
3031	7
3166	3
2149	13
4023	5
3904	1
2222	8
29285	1
7199	2
4481	7
2985	3
3910	3
6792	1
1300	9
5717	3
7585	2
2797	2
2738	3
1316	4
3923	3
7777	1
1772	4
2837	5
4687	1
5667	2
2934	4
3153	12
6410	1
1147	2
1886	4
3903	1
1070	1
3982	3
3772	4
3775	4
3845	3
1986	4
1137	7
1360	6
3874	2
2701	7
7344	3
9328	1
8342	4
4850	1
1339	7
3760	2
8547	2
6290	2
3876	1
1881	7
4748	4
2770	3
1717	5
1075	2
3897	4
8067	3
5332	1
3710	4
4129	7
12742	1
4080	1
4099	2
2065	5
7878	3
4095	3
7748	1
1560	4
1359	5
2147	16
1257	3
3087	7
3551	3
2198	3
3183	3
7713	4
8010	2
1253	1
2083	7
1733	4
1429	5
11227	1
1261	8
1235	3
4727	1
4206	6
1515	13
2116	3
3060	12
1279	7
312	2
4262	1
2936	2
2408	6
7999	2
6737	1
8058	2
2096	7
1710	4
1362	6
1535	4
4251	3
3810	3
3164	10
2419	7
7622	2
797	1
2023	3
7642	1
7788	1
3129	5
1303	7
3967	4
2114	8
1379	5
1491	4
9296	1
4328	2
7989	4
7052	1
2130	4
3098	11
1923	6
2401	4
4208	3
4123	2
4073	4
8850	1
1443	7
8020	2
4128	2
7802	3
1482	5
3245	3
3711	4
7780	1
3488	3
4142	4
2459	10
2599	2
1411	5
3364	8
7992	4
8327	4
8240	2
8056	3
2212	8
3063	13
4207	2
4961	1
4114	2
6453	1
2982	6
2409	4
7600	1
2788	8
5597	3
938	2
4345	3
2754	5
1641	8
1935	4
4028	2
1543	6
1583	14
4886	2
2353	4
5294	1
5387	1
4464	4
1649	38
1924	6
4446	3
1963	3
1341	5
2001	6
8034	3
3014	4
3976	3
1188	3
3019	4
2070	7
4339	2
806	1
8094	1
8057	2
3120	5
2192	8
7448	2
5385	1
7889	1
3100	8
4178	6
4205	1
2724	5
6079	2
1410	2
3170	8
8076	2
7310	2
7463	1
8004	4
1247	4
1404	3
1751	12
2635	4
1286	7
4394	3
2996	7
1435	4
8087	2
4295	2
3217	4
1542	5
6147	2
1759	6
8316	4
2852	3
8344	4
1978	7
1567	5
6981	2
13646	1
2243	5
6006	2
1929	1
12061	1
8133	3
2293	8
3557	5
3265	7
2249	5
6455	1
2800	3
6145	1
3359	3
7569	1
1704	6
3397	11
892	1
3713	2
3239	9
1115	6
1833	2
9109	1
5972	1
3148	3
3330	6
3023	6
1129	2
7758	1
1116	3
4849	1
620	1
3600	3
4879	1
3624	5
4135	1
4234	5
504	2
259	1
2922	6
2687	6
429	5
1189	6
2569	5
6726	1
5619	3
3626	5
1318	3
762	1
4689	1
7431	2
6618	2
2424	4
3177	4
8024	3
8086	3
4528	15
2397	6
3074	6
3617	6
8206	3
9287	1
6777	1
1372	7
9370	2
1514	8
